Product Name,Category,Quantity,Buying Price,Selling Price,Batch Number,Expiry Date (YYYY-MM-DD)
Amoxicillin 500mg - 11,Dermatology,417,4632,5734,BATCH-202511-1859,2027-09-10
Omeprazole 500mg - 11,Vitamins,11,1808,2205,BATCH-202511-5057,2028-05-06
Vitamin C 500mg - 98,First Aid,167,4594,6883,BATCH-202511-2165,2028-10-04
Metformin 250mg - 34,Cardiovascular,304,3684,5066,BATCH-202511-3624,2028-01-15
Aspirin 1000mg - 16,Cardiovascular,471,4077,6073,BATCH-202511-1629,2028-04-18
Ibuprofen 250mg - 20,Antibiotics,378,4887,6493,BATCH-202511-2315,2027-01-04
Metformin 500mg - 94,Antibiotics,259,1828,2430,BATCH-202511-1206,2027-12-17
Diclofenac 500mg - 12,Painkillers,387,1113,1514,BATCH-202511-2418,2027-02-26
Omeprazole 250mg - 3,Painkillers,325,2257,3296,BATCH-202511-7017,2027-08-30
Cetirizine 1000mg - 86,Dermatology,23,115,155,BATCH-202511-5568,2027-07-13
Diclofenac 250mg - 46,Antibiotics,293,513,694,BATCH-202511-1802,2027-02-05
Amoxicillin 500mg - 80,Antibiotics,357,3439,4587,BATCH-202511-1047,2027-04-19
Amlodipine 1000mg - 11,First Aid,243,596,746,BATCH-202511-4679,2028-03-30
Ciprofloxacin 500mg - 67,Cardiovascular,210,387,561,BATCH-202511-7441,2027-12-17
Ciprofloxacin 250mg - 12,Cardiovascular,384,1354,1777,BATCH-202511-6471,2027-09-06
Diclofenac 250mg - 43,Painkillers,177,860,1146,BATCH-202511-4480,2028-03-11
Doxycycline 1000mg - 69,Supplements,287,1283,1702,BATCH-202511-1462,2028-05-29
Ciprofloxacin 250mg - 97,Cardiovascular,87,476,696,BATCH-202511-2809,2027-08-24
Loratadine 500mg - 25,Painkillers,203,4828,7179,BATCH-202511-5657,2028-07-09
Diclofenac 250mg - 63,Vitamins,312,2723,3419,BATCH-202511-1028,2027-11-23
Loratadine 1000mg - 53,Vitamins,31,3904,5588,BATCH-202511-5677,2026-12-03
Omeprazole 250mg - 61,Antibiotics,48,1753,2394,BATCH-202511-1907,2028-10-31
Loratadine 250mg - 61,Supplements,199,2824,3829,BATCH-202511-7716,2028-10-01
Paracetamol 250mg - 48,Painkillers,210,699,984,BATCH-202511-6107,2027-07-19
Paracetamol 500mg - 22,Vitamins,245,4823,5818,BATCH-202511-6295,2028-05-18
Paracetamol 1000mg - 93,Supplements,461,305,453,BATCH-202511-7633,2028-05-21
Loratadine 1000mg - 57,Antibiotics,10,2231,2728,BATCH-202511-7800,2026-11-29
Diclofenac 250mg - 58,Supplements,479,2741,3797,BATCH-202511-9481,2027-08-05
Cetirizine 500mg - 84,Antibiotics,197,348,516,BATCH-202511-8357,2028-09-17
Omeprazole 1000mg - 98,First Aid,127,4524,5434,BATCH-202511-7848,2027-01-26
Bandages 250mg - 79,Cardiovascular,153,2276,2740,BATCH-202511-2818,2028-09-10
Doxycycline 1000mg - 60,Painkillers,117,4578,6231,BATCH-202511-7383,2026-12-16
Amlodipine 250mg - 97,Dermatology,444,841,1171,BATCH-202511-6788,2028-02-24
Loratadine 500mg - 44,Dermatology,299,2891,3747,BATCH-202511-7053,2027-02-23
Aspirin 1000mg - 26,Cardiovascular,250,1409,1783,BATCH-202511-8239,2028-04-14
Ciprofloxacin 250mg - 11,Vitamins,62,1958,2830,BATCH-202511-3268,2027-12-21
Ciprofloxacin 500mg - 20,Supplements,346,3956,5130,BATCH-202511-2493,2028-11-16
Amlodipine 1000mg - 91,First Aid,175,3747,5304,BATCH-202511-4877,2027-02-03
Diclofenac 250mg - 23,First Aid,157,1109,1554,BATCH-202511-7519,2028-08-14
Vitamin C 1000mg - 67,First Aid,197,2996,4186,BATCH-202511-1769,2028-05-26
Amoxicillin 1000mg - 13,Supplements,352,614,884,BATCH-202511-2379,2028-10-08
Bandages 250mg - 23,Supplements,96,3244,4502,BATCH-202511-5266,2026-12-02
Diclofenac 250mg - 62,Dermatology,266,1095,1377,BATCH-202511-8689,2027-12-08
Loratadine 1000mg - 30,Cardiovascular,446,3275,4634,BATCH-202511-7465,2028-09-24
Loratadine 250mg - 6,Vitamins,233,4710,5952,BATCH-202511-8253,2028-04-18
Vitamin C 1000mg - 41,Painkillers,177,1961,2633,BATCH-202511-1841,2028-10-09
Omeprazole 250mg - 69,First Aid,436,2018,2517,BATCH-202511-2085,2027-08-02
Ciprofloxacin 500mg - 38,Antibiotics,468,1535,1881,BATCH-202511-4400,2027-01-14
Amlodipine 1000mg - 4,Dermatology,203,3687,4990,BATCH-202511-8162,2027-08-10
Vitamin C 250mg - 7,Antibiotics,145,833,1094,BATCH-202511-4024,2027-04-18
Bandages 500mg - 42,Cardiovascular,122,2873,4066,BATCH-202511-2755,2028-09-26
Ciprofloxacin 1000mg - 97,Vitamins,387,286,346,BATCH-202511-5430,2028-10-08
Aspirin 1000mg - 19,Dermatology,290,2583,3429,BATCH-202511-5272,2028-04-06
Paracetamol 1000mg - 68,Dermatology,207,1819,2326,BATCH-202511-4886,2027-06-17
Loratadine 1000mg - 60,Antibiotics,411,4063,5634,BATCH-202511-1725,2027-04-02
Metformin 250mg - 64,Antibiotics,451,2903,4344,BATCH-202511-7131,2027-09-30
Aspirin 1000mg - 25,Vitamins,221,4577,6394,BATCH-202511-6373,2027-10-16
Loratadine 1000mg - 53,First Aid,392,1329,1626,BATCH-202511-6934,2027-10-15
Amlodipine 250mg - 18,Dermatology,302,1630,2417,BATCH-202511-4943,2027-03-07
Bandages 1000mg - 57,Supplements,340,1106,1590,BATCH-202511-3972,2027-02-14
Amoxicillin 1000mg - 13,Supplements,335,1762,2560,BATCH-202511-2395,2028-06-27
Metformin 250mg - 27,Cardiovascular,79,1404,1917,BATCH-202511-3713,2028-08-06
Paracetamol 250mg - 54,Painkillers,376,3262,4199,BATCH-202511-3291,2027-12-18
Cetirizine 1000mg - 68,Antibiotics,243,4183,5777,BATCH-202511-4460,2028-07-31
Omeprazole 1000mg - 39,Painkillers,181,3464,4580,BATCH-202511-9960,2028-11-23
Loratadine 1000mg - 27,Dermatology,337,3893,5276,BATCH-202511-8537,2027-02-13
Ciprofloxacin 250mg - 43,Vitamins,337,2219,2702,BATCH-202511-6051,2027-09-06
Cetirizine 500mg - 39,Painkillers,124,3618,4611,BATCH-202511-3182,2027-02-19
Aspirin 500mg - 55,Dermatology,326,3281,4497,BATCH-202511-2492,2027-12-30
Doxycycline 1000mg - 32,Vitamins,388,3713,4620,BATCH-202511-5682,2027-04-10
Paracetamol 1000mg - 13,Dermatology,469,144,210,BATCH-202511-9572,2028-08-14
Metformin 1000mg - 45,Cardiovascular,297,3290,4355,BATCH-202511-8819,2028-01-29
Ibuprofen 500mg - 57,Vitamins,269,4987,7139,BATCH-202511-9488,2028-11-28
Azithromycin 500mg - 95,Supplements,54,3627,4420,BATCH-202511-7499,2027-07-14
Doxycycline 250mg - 98,First Aid,486,1160,1718,BATCH-202511-6673,2028-07-13
Amoxicillin 500mg - 43,Vitamins,151,2073,2533,BATCH-202511-5072,2028-05-24
Paracetamol 250mg - 61,First Aid,311,3397,4960,BATCH-202511-1181,2028-03-29
Aspirin 500mg - 34,First Aid,285,2314,2856,BATCH-202511-7953,2027-09-14
Ciprofloxacin 250mg - 100,Dermatology,373,4917,7242,BATCH-202511-9780,2027-07-21
Bandages 250mg - 59,Dermatology,471,118,158,BATCH-202511-5460,2028-03-10
Vitamin C 250mg - 61,Supplements,477,3832,5692,BATCH-202511-5236,2027-05-08
Metformin 1000mg - 17,Vitamins,192,995,1244,BATCH-202511-4207,2027-09-20
Ciprofloxacin 500mg - 2,Supplements,333,3504,4319,BATCH-202511-9252,2027-09-30
Bandages 1000mg - 74,Cardiovascular,485,2775,3502,BATCH-202511-9278,2028-10-01
Omeprazole 500mg - 44,Dermatology,95,933,1160,BATCH-202511-6385,2027-03-08
Azithromycin 500mg - 31,Vitamins,258,756,1095,BATCH-202511-9992,2028-03-17
Cetirizine 250mg - 35,Antibiotics,344,2048,2849,BATCH-202511-9526,2026-12-08
Diclofenac 1000mg - 67,Antibiotics,120,1293,1730,BATCH-202511-6891,2028-03-19
Aspirin 250mg - 11,Cardiovascular,17,4336,6321,BATCH-202511-4590,2027-12-28
Metformin 1000mg - 33,Cardiovascular,327,2931,4173,BATCH-202511-6651,2027-04-04
Amoxicillin 250mg - 76,Cardiovascular,378,2517,3628,BATCH-202511-1001,2027-10-20
Amoxicillin 250mg - 83,Cardiovascular,448,572,836,BATCH-202511-5447,2027-06-27
Cetirizine 500mg - 95,Cardiovascular,231,4484,5814,BATCH-202511-6872,2027-03-18
Cetirizine 250mg - 24,First Aid,344,1918,2304,BATCH-202511-2846,2026-11-30
Omeprazole 500mg - 32,Antibiotics,311,4839,5958,BATCH-202511-1717,2027-07-22
Diclofenac 1000mg - 28,Supplements,201,4993,6831,BATCH-202511-8771,2027-07-14
Metformin 1000mg - 62,Dermatology,270,595,790,BATCH-202511-9231,2027-08-01
Amoxicillin 250mg - 78,Cardiovascular,325,2641,3443,BATCH-202511-8337,2027-07-02
Vitamin C 1000mg - 72,First Aid,30,3839,5465,BATCH-202511-8725,2027-04-13
Omeprazole 1000mg - 22,Antibiotics,177,124,168,BATCH-202511-4969,2028-11-17
Metformin 1000mg - 6,Dermatology,67,4703,5707,BATCH-202511-8756,2028-03-12
Omeprazole 1000mg - 62,Supplements,302,3723,5551,BATCH-202511-6634,2027-01-23
Bandages 500mg - 27,Painkillers,47,1167,1637,BATCH-202511-9800,2027-01-23
Diclofenac 250mg - 4,Dermatology,265,1043,1309,BATCH-202511-3914,2027-12-22
Amlodipine 500mg - 44,First Aid,372,1896,2761,BATCH-202511-9639,2028-04-24
Aspirin 250mg - 95,Dermatology,266,4057,6003,BATCH-202511-7298,2028-07-24
Cetirizine 250mg - 18,Antibiotics,103,3338,4549,BATCH-202511-1550,2028-05-31
Omeprazole 1000mg - 50,Painkillers,285,3275,4845,BATCH-202511-3342,2027-07-15
Amoxicillin 250mg - 34,Antibiotics,367,3362,4711,BATCH-202511-8345,2027-11-07
Amoxicillin 1000mg - 2,Cardiovascular,420,3812,5098,BATCH-202511-5054,2027-07-12
Bandages 250mg - 96,Antibiotics,67,680,903,BATCH-202511-2186,2027-06-04
Omeprazole 1000mg - 82,Cardiovascular,208,3953,5700,BATCH-202511-8857,2027-01-10
Amlodipine 1000mg - 21,Painkillers,167,1093,1377,BATCH-202511-6847,2026-12-06
Loratadine 250mg - 6,First Aid,253,3031,4363,BATCH-202511-2921,2027-08-09
Amoxicillin 250mg - 67,Supplements,299,3609,4955,BATCH-202511-4790,2027-09-27
Ciprofloxacin 500mg - 16,Supplements,34,2015,2889,BATCH-202511-4633,2028-07-20
Ciprofloxacin 1000mg - 91,Vitamins,246,4871,7179,BATCH-202511-3162,2027-09-27
Ciprofloxacin 250mg - 56,Dermatology,212,3519,4601,BATCH-202511-5706,2028-01-02
Azithromycin 500mg - 28,Cardiovascular,99,3796,4604,BATCH-202511-6163,2027-05-03
Loratadine 500mg - 26,Dermatology,48,1741,2327,BATCH-202511-5618,2028-06-03
Paracetamol 500mg - 54,Antibiotics,371,2262,3019,BATCH-202511-8167,2028-06-18
Diclofenac 500mg - 79,Supplements,497,3791,4770,BATCH-202511-1972,2028-09-08
Aspirin 1000mg - 57,Supplements,131,398,528,BATCH-202511-6984,2028-01-27
Ciprofloxacin 500mg - 56,Antibiotics,196,3786,5431,BATCH-202511-7421,2028-11-08
Amoxicillin 500mg - 93,Antibiotics,299,2880,4315,BATCH-202511-2114,2027-11-16
Vitamin C 250mg - 64,Dermatology,91,4039,5542,BATCH-202511-8137,2027-10-21
Azithromycin 1000mg - 2,Dermatology,284,3461,4880,BATCH-202511-3569,2028-05-16
Paracetamol 500mg - 36,Painkillers,269,114,154,BATCH-202511-6202,2028-05-02
Amoxicillin 500mg - 47,Antibiotics,382,3315,4139,BATCH-202511-1183,2028-04-06
Metformin 500mg - 24,Painkillers,38,2595,3575,BATCH-202511-4894,2027-03-30
Paracetamol 500mg - 10,Painkillers,493,4317,6435,BATCH-202511-4450,2028-07-31
Aspirin 1000mg - 38,Dermatology,165,1571,2098,BATCH-202511-8692,2027-05-18
Cetirizine 500mg - 91,Supplements,75,625,806,BATCH-202511-3143,2027-11-14
Paracetamol 500mg - 69,Antibiotics,280,3361,4660,BATCH-202511-1758,2027-06-25
Bandages 250mg - 28,Dermatology,25,2621,3661,BATCH-202511-9550,2026-12-05
Amoxicillin 1000mg - 3,Vitamins,383,1138,1390,BATCH-202511-7685,2027-08-17
Loratadine 1000mg - 52,Dermatology,214,3249,3931,BATCH-202511-4974,2027-02-28
Cetirizine 500mg - 81,Supplements,258,3748,5379,BATCH-202511-5371,2027-06-28
Cetirizine 500mg - 61,Dermatology,198,1091,1313,BATCH-202511-1943,2028-11-12
Diclofenac 1000mg - 15,Dermatology,423,585,708,BATCH-202511-3981,2028-05-13
Amlodipine 500mg - 48,Vitamins,198,551,804,BATCH-202511-6563,2027-12-16
Azithromycin 1000mg - 1,Cardiovascular,171,1567,2136,BATCH-202511-1682,2028-04-09
Aspirin 250mg - 73,First Aid,355,3780,5005,BATCH-202511-4110,2028-05-15
Aspirin 250mg - 71,Dermatology,460,4661,6944,BATCH-202511-4196,2028-01-31
Bandages 1000mg - 35,Cardiovascular,233,4067,4970,BATCH-202511-7570,2027-05-23
Omeprazole 500mg - 19,First Aid,97,4898,6278,BATCH-202511-4285,2027-12-09
Omeprazole 1000mg - 72,Antibiotics,133,2257,2799,BATCH-202511-6989,2027-12-01
Paracetamol 500mg - 96,Painkillers,279,3215,3918,BATCH-202511-1205,2028-06-23
Aspirin 250mg - 17,Dermatology,263,1998,2925,BATCH-202511-8712,2028-08-31
Ciprofloxacin 500mg - 74,Dermatology,19,2222,3204,BATCH-202511-2623,2027-12-01
Diclofenac 500mg - 50,Painkillers,340,2016,2685,BATCH-202511-8245,2027-02-11
Doxycycline 500mg - 89,Antibiotics,189,226,278,BATCH-202511-7316,2028-06-09
Amoxicillin 500mg - 40,Vitamins,157,3778,5486,BATCH-202511-4480,2027-08-28
Ibuprofen 500mg - 3,Painkillers,310,1390,2016,BATCH-202511-2391,2028-04-10
Omeprazole 500mg - 3,Painkillers,489,370,499,BATCH-202511-2156,2027-07-12
Paracetamol 1000mg - 17,First Aid,277,694,880,BATCH-202511-7674,2027-10-05
Loratadine 250mg - 18,Vitamins,266,652,812,BATCH-202511-1320,2027-03-08
Paracetamol 1000mg - 40,Cardiovascular,117,550,664,BATCH-202511-7581,2027-08-10
Aspirin 250mg - 80,Supplements,283,4620,5819,BATCH-202511-5763,2027-06-10
Azithromycin 250mg - 61,Painkillers,385,4836,7197,BATCH-202511-3570,2027-08-16
Doxycycline 250mg - 89,Dermatology,297,2888,4109,BATCH-202511-8946,2028-03-11
Ciprofloxacin 1000mg - 68,Cardiovascular,29,3738,5406,BATCH-202511-3787,2027-05-07
Bandages 1000mg - 51,Painkillers,252,1454,1999,BATCH-202511-9562,2028-10-16
Ibuprofen 500mg - 97,Supplements,298,3351,4778,BATCH-202511-8322,2028-07-04
Azithromycin 1000mg - 46,Vitamins,47,235,332,BATCH-202511-6671,2027-05-08
Paracetamol 500mg - 21,Antibiotics,496,2343,3353,BATCH-202511-3338,2028-05-14
Amoxicillin 1000mg - 65,First Aid,345,3629,4593,BATCH-202511-5460,2027-02-11
Bandages 1000mg - 15,Cardiovascular,293,4619,6186,BATCH-202511-5999,2028-07-11
Paracetamol 1000mg - 77,First Aid,189,2899,3730,BATCH-202511-5159,2028-03-26
Aspirin 500mg - 14,Supplements,329,1471,1983,BATCH-202511-6261,2027-01-27
Amoxicillin 500mg - 78,Supplements,340,1670,2050,BATCH-202511-7907,2027-09-26
Ciprofloxacin 500mg - 4,First Aid,273,967,1214,BATCH-202511-9943,2027-04-03
Diclofenac 250mg - 52,Painkillers,447,2208,3005,BATCH-202511-6330,2027-11-08
Amoxicillin 250mg - 88,Antibiotics,198,3241,3906,BATCH-202511-7755,2028-06-24
Doxycycline 250mg - 76,Painkillers,471,3809,5209,BATCH-202511-8523,2026-12-14
Ibuprofen 1000mg - 51,Painkillers,414,4698,5785,BATCH-202511-6981,2027-02-09
Metformin 500mg - 4,Antibiotics,291,3552,4983,BATCH-202511-7331,2027-07-07
Paracetamol 1000mg - 100,Supplements,344,3058,4192,BATCH-202511-5022,2028-07-01
Azithromycin 1000mg - 50,Dermatology,21,1592,2217,BATCH-202511-6489,2028-10-18
Omeprazole 1000mg - 18,Vitamins,372,2414,3331,BATCH-202511-6413,2027-09-30
Diclofenac 250mg - 91,Dermatology,201,831,1025,BATCH-202511-1342,2027-09-24
Aspirin 250mg - 90,Vitamins,389,1233,1573,BATCH-202511-1259,2027-03-02
Metformin 1000mg - 4,Antibiotics,190,1747,2366,BATCH-202511-6572,2027-01-22
Doxycycline 250mg - 68,Supplements,42,4533,5842,BATCH-202511-6085,2027-01-09
Vitamin C 1000mg - 95,First Aid,153,375,529,BATCH-202511-7786,2027-02-26
Doxycycline 250mg - 50,Antibiotics,387,1756,2409,BATCH-202511-5548,2028-10-12
Paracetamol 500mg - 49,Dermatology,499,4577,6774,BATCH-202511-5099,2027-08-13
Bandages 1000mg - 90,Antibiotics,168,2507,3388,BATCH-202511-7374,2028-01-11
Vitamin C 250mg - 12,Dermatology,296,1639,2029,BATCH-202511-7388,2027-01-07
Ibuprofen 1000mg - 62,Vitamins,359,1438,1942,BATCH-202511-1194,2028-01-11
Paracetamol 1000mg - 38,Supplements,474,2989,3771,BATCH-202511-8743,2027-07-24
Aspirin 500mg - 6,Vitamins,306,2734,3841,BATCH-202511-6241,2027-11-15
Amoxicillin 500mg - 74,Supplements,378,1419,1819,BATCH-202511-6382,2027-05-31
Doxycycline 500mg - 54,Vitamins,373,4730,6440,BATCH-202511-7498,2027-10-24
Omeprazole 250mg - 2,Supplements,256,2087,2727,BATCH-202511-3059,2027-06-27
Diclofenac 1000mg - 5,Dermatology,357,3911,5786,BATCH-202511-4973,2027-02-20
Amlodipine 250mg - 17,Vitamins,64,1929,2534,BATCH-202511-6992,2027-09-05
Amoxicillin 1000mg - 41,Vitamins,181,2194,2907,BATCH-202511-8406,2027-04-16
Ciprofloxacin 250mg - 47,Cardiovascular,47,3493,4927,BATCH-202511-8534,2027-06-05
Ciprofloxacin 250mg - 98,Vitamins,458,823,1088,BATCH-202511-8145,2027-06-13
Paracetamol 250mg - 41,Painkillers,180,657,960,BATCH-202511-6247,2028-10-06
Ciprofloxacin 250mg - 46,Vitamins,308,2073,3042,BATCH-202511-3136,2028-08-26
Amoxicillin 250mg - 84,Vitamins,369,940,1261,BATCH-202511-4272,2028-08-24
Amoxicillin 500mg - 63,Dermatology,420,1964,2830,BATCH-202511-5102,2028-10-05
Ibuprofen 1000mg - 32,Supplements,364,4454,5398,BATCH-202511-6337,2028-05-05
Omeprazole 250mg - 11,Dermatology,112,285,362,BATCH-202511-5603,2028-09-03
Amoxicillin 1000mg - 33,Painkillers,397,492,599,BATCH-202511-8211,2028-09-26
Metformin 500mg - 60,Antibiotics,46,4173,5026,BATCH-202511-7616,2027-11-29
Paracetamol 500mg - 90,First Aid,493,1314,1628,BATCH-202511-3883,2026-12-02
Bandages 500mg - 55,Supplements,213,856,1120,BATCH-202511-8490,2028-06-14
Metformin 500mg - 65,Antibiotics,255,1130,1610,BATCH-202511-5338,2028-06-02
Loratadine 1000mg - 2,Antibiotics,428,4924,6073,BATCH-202511-5124,2028-07-23
Ibuprofen 250mg - 76,First Aid,13,2899,3569,BATCH-202511-7077,2028-01-26
Aspirin 500mg - 46,Antibiotics,474,4418,6025,BATCH-202511-3834,2028-07-09
Loratadine 250mg - 89,Cardiovascular,412,1893,2333,BATCH-202511-5142,2027-08-25
Vitamin C 500mg - 44,Antibiotics,28,4674,6959,BATCH-202511-9489,2028-08-23
Doxycycline 500mg - 26,Painkillers,220,3918,5362,BATCH-202511-8477,2027-09-22
Paracetamol 1000mg - 40,Antibiotics,278,4067,5969,BATCH-202511-3759,2027-02-09
Vitamin C 1000mg - 45,Vitamins,178,3921,5646,BATCH-202511-5318,2027-11-02
Bandages 500mg - 84,Cardiovascular,161,575,805,BATCH-202511-4493,2028-06-30
Aspirin 1000mg - 98,First Aid,490,3242,4213,BATCH-202511-2525,2026-12-06
Loratadine 1000mg - 47,Supplements,342,1458,1854,BATCH-202511-4348,2027-03-19
Amlodipine 1000mg - 72,Cardiovascular,412,2929,4000,BATCH-202511-9837,2027-08-11
Azithromycin 500mg - 62,First Aid,22,3517,4318,BATCH-202511-2049,2027-07-03
Doxycycline 500mg - 89,Antibiotics,328,1436,1985,BATCH-202511-8363,2027-12-11
Metformin 1000mg - 51,Cardiovascular,428,2528,3347,BATCH-202511-8236,2027-08-12
Diclofenac 500mg - 24,Antibiotics,44,1062,1310,BATCH-202511-2196,2027-11-13
Loratadine 500mg - 90,Dermatology,461,3122,3906,BATCH-202511-3517,2027-05-26
Loratadine 1000mg - 64,Antibiotics,156,1873,2736,BATCH-202511-8744,2028-03-06
Diclofenac 500mg - 79,Antibiotics,301,4322,5397,BATCH-202511-1740,2027-06-04
Diclofenac 500mg - 17,Cardiovascular,106,3421,4606,BATCH-202511-4872,2027-02-18
Aspirin 250mg - 52,Vitamins,231,4720,6896,BATCH-202511-3607,2027-02-10
Ciprofloxacin 1000mg - 76,Antibiotics,327,1724,2128,BATCH-202511-6033,2028-05-30
Paracetamol 500mg - 8,Antibiotics,312,1849,2622,BATCH-202511-3372,2027-09-29
Bandages 1000mg - 59,Vitamins,448,1879,2484,BATCH-202511-1022,2028-01-23
Vitamin C 250mg - 42,First Aid,191,2984,4052,BATCH-202511-8194,2028-05-19
Amlodipine 500mg - 50,Cardiovascular,272,2113,2972,BATCH-202511-7614,2027-06-21
Omeprazole 500mg - 45,Painkillers,455,1981,2483,BATCH-202511-5319,2027-04-29
Diclofenac 500mg - 82,First Aid,65,2589,3693,BATCH-202511-1826,2027-12-31
Paracetamol 1000mg - 36,Supplements,164,4142,5873,BATCH-202511-1574,2027-01-15
Ibuprofen 250mg - 62,Painkillers,369,2909,4106,BATCH-202511-8518,2028-10-29
Azithromycin 1000mg - 34,Painkillers,117,2547,3816,BATCH-202511-3835,2028-04-01
Metformin 250mg - 67,Cardiovascular,259,3526,4313,BATCH-202511-1592,2027-07-03
Diclofenac 1000mg - 26,Supplements,351,4880,7097,BATCH-202511-7384,2027-11-24
Diclofenac 250mg - 6,Vitamins,149,2601,3263,BATCH-202511-4772,2027-07-05
Cetirizine 1000mg - 57,Antibiotics,218,2280,3274,BATCH-202511-6928,2027-04-01
Vitamin C 250mg - 12,Vitamins,98,1526,2008,BATCH-202511-9707,2027-12-13
Cetirizine 1000mg - 35,Painkillers,379,1171,1523,BATCH-202511-7269,2028-02-19
Ciprofloxacin 500mg - 88,Cardiovascular,164,3355,4338,BATCH-202511-1268,2027-12-07
Amoxicillin 1000mg - 53,Supplements,53,4186,5904,BATCH-202511-1830,2028-04-10
Bandages 250mg - 80,Dermatology,268,3587,4525,BATCH-202511-8026,2027-06-24
Ciprofloxacin 1000mg - 51,Painkillers,231,1802,2592,BATCH-202511-1544,2027-08-29
Omeprazole 250mg - 64,Painkillers,295,2998,4273,BATCH-202511-7430,2028-11-04
Omeprazole 250mg - 80,First Aid,464,3933,5369,BATCH-202511-6724,2027-04-28
Doxycycline 1000mg - 97,First Aid,434,217,302,BATCH-202511-2709,2028-07-08
Amoxicillin 1000mg - 73,First Aid,112,3881,5218,BATCH-202511-2910,2028-06-12
Omeprazole 250mg - 26,Vitamins,465,1995,2844,BATCH-202511-5190,2027-12-12
Loratadine 250mg - 56,Vitamins,205,996,1251,BATCH-202511-7530,2027-01-22
Diclofenac 1000mg - 77,Antibiotics,160,1488,2008,BATCH-202511-5697,2028-08-09
Ciprofloxacin 250mg - 68,Vitamins,258,4087,5025,BATCH-202511-8007,2028-07-09
Loratadine 250mg - 67,Vitamins,430,946,1381,BATCH-202511-5927,2027-10-17
Ciprofloxacin 1000mg - 49,Vitamins,454,2521,3689,BATCH-202511-3960,2027-10-31
Paracetamol 250mg - 45,Vitamins,29,1635,2343,BATCH-202511-1506,2028-04-06
Amlodipine 500mg - 100,First Aid,301,1303,1757,BATCH-202511-3724,2028-01-03
Ciprofloxacin 1000mg - 48,First Aid,473,2700,3755,BATCH-202511-4781,2028-10-23
Loratadine 1000mg - 46,Vitamins,491,2016,2699,BATCH-202511-3904,2027-02-25
Amlodipine 500mg - 35,Vitamins,354,3855,5325,BATCH-202511-8417,2027-01-08
Omeprazole 500mg - 44,First Aid,310,1606,2240,BATCH-202511-5987,2028-08-29
Amoxicillin 250mg - 57,Supplements,83,1092,1394,BATCH-202511-6927,2028-09-25
Bandages 500mg - 92,Dermatology,17,1503,2190,BATCH-202511-2431,2028-05-10
Ibuprofen 1000mg - 23,Vitamins,118,1551,1892,BATCH-202511-4374,2028-10-20
Bandages 500mg - 54,Antibiotics,418,4892,7330,BATCH-202511-2041,2027-09-27
Cetirizine 1000mg - 97,Supplements,321,1769,2302,BATCH-202511-8577,2028-10-24
Vitamin C 250mg - 58,Supplements,248,4924,6354,BATCH-202511-3522,2027-05-17
Amlodipine 500mg - 41,First Aid,26,1633,2177,BATCH-202511-1714,2027-01-01
Vitamin C 500mg - 26,Antibiotics,416,1053,1495,BATCH-202511-4954,2027-11-11
Aspirin 500mg - 68,Supplements,212,4997,6392,BATCH-202511-7842,2027-09-23
Diclofenac 250mg - 97,Antibiotics,328,2456,3039,BATCH-202511-7318,2028-05-13
Azithromycin 1000mg - 88,Dermatology,73,2581,3215,BATCH-202511-7929,2027-01-09
Amoxicillin 1000mg - 97,Painkillers,134,2265,3310,BATCH-202511-9223,2028-09-04
Amoxicillin 250mg - 21,Cardiovascular,79,4194,6168,BATCH-202511-9831,2028-01-25
Bandages 1000mg - 80,Supplements,226,1343,1647,BATCH-202511-6468,2028-02-24
Omeprazole 500mg - 23,Supplements,495,1147,1576,BATCH-202511-1796,2028-04-03
Omeprazole 500mg - 4,Antibiotics,159,4129,5636,BATCH-202511-9798,2027-07-04
Paracetamol 250mg - 17,Antibiotics,326,3782,4741,BATCH-202511-2465,2028-06-13
Paracetamol 250mg - 30,Antibiotics,492,3492,4949,BATCH-202511-6123,2027-10-10
Vitamin C 1000mg - 12,Vitamins,377,263,324,BATCH-202511-6688,2027-11-02
Loratadine 250mg - 9,Cardiovascular,73,836,1046,BATCH-202511-4544,2028-09-01
Omeprazole 1000mg - 55,Painkillers,126,2156,3052,BATCH-202511-2194,2028-01-04
Ibuprofen 500mg - 92,Cardiovascular,259,132,186,BATCH-202511-3979,2028-08-16
Amlodipine 1000mg - 37,Antibiotics,251,3343,4208,BATCH-202511-9686,2027-07-20
Azithromycin 500mg - 58,Antibiotics,231,2944,4060,BATCH-202511-2278,2027-06-19
Azithromycin 500mg - 89,Vitamins,53,529,643,BATCH-202511-4068,2027-01-03
Amoxicillin 1000mg - 64,Dermatology,443,1744,2545,BATCH-202511-9331,2028-05-22
Amoxicillin 1000mg - 62,First Aid,356,1386,1983,BATCH-202511-1289,2027-04-01
Omeprazole 500mg - 55,Vitamins,189,3433,4271,BATCH-202511-1369,2028-09-19
Ciprofloxacin 500mg - 27,Vitamins,114,1761,2147,BATCH-202511-6610,2028-05-11
Metformin 500mg - 21,First Aid,101,4279,5622,BATCH-202511-3882,2028-03-24
Diclofenac 500mg - 28,Antibiotics,114,3204,4043,BATCH-202511-2978,2027-01-04
Vitamin C 1000mg - 1,Antibiotics,64,2438,3544,BATCH-202511-7532,2027-07-07
Bandages 1000mg - 81,Vitamins,222,1912,2840,BATCH-202511-2028,2027-11-07
